,toxic,comment_text
98533,0,So it's going to be a blood bath on both sides. Sad you support that.
97936,1,"""The Prime Minister of Canada is a public office holder....""

So is the leader of Her Majesty's Loyal Opposition.  What a dunce."
94494,0,"Indeed. Speaking of ""uncoupling"", Beethoven was a jerk, Mozart made scatological comparisons to much of the work of his contemporaries, Wagner was a raging anti-Semite and Brahms was an adulterer who carried on with Robert Schuman's wife...I could go on. (We won't even talk about the more modern ones.)

So I would probably not invite any of them to a dinner party (even if they weren't all dead) but they could all lay down a pretty good tune in spite of their personal shortcomings."
5307,0,"""I stand here before you as a woman, as a mother, as a fellow Canadian, as a human being,"" she (Ms Trudeau) said. ""We are suffering with you.""

Yah, sure you are. Such a difficult life that you lead."
6535,0,I volunteered for Ben. Very sad it's come to this.
76399,0,"When I saw that sentence by Ms. Fraley, I had to pinch myself to make sure I wasn't hallucinating."
78632,0,"No, The Jesus (Isa) mentioned in Quran Is Not Even Close To The Jesus Of The Bible.

Question for Ra'fat Al-Dajani: Is Jesus God?"
43875,1,"So you support rapists, Shroy?"
46910,0,"President Pence, coming to a country near you ...
Mr Trump is allergic to the harsh light of day.
With frienemies in his own Party, it's time to start the impeachment pool."
15125,1,move back to mexico cry baby.
37430,1,Patrick Brazeau was a bouncer.
87476,0,"According to the 2010 census, Perrysburg, OH is a community that is 93% white. You really seem to be grasping at straws if you're criticizing the lack of diversity in a parish that is located in a town with precious little diversity to begin with."
24578,0,"I too like where the team sits this season vs. the last seven seasons considering we actually have  meaningful games being played this late. Unfortunately, instead of making a late charge they instead are in total collapse mode...Even if they just play in the one WC game, the team can feel good about itself instead of re-living what went wrong, coming from a commanding playoff berth to a 2nd half meltdown.

With that being said...The future does look excellent while we still have our core together and the rookie rotation continues to progress..We have one more year of both Blackmon and DJ and 2 more with Nolan before they are all eligible for free agency. They are our top 3 offensive players and all-stars."
83647,1,What a complete and loser ... probably hooked on pills.  Any guesses on what?  My bet would be Vicodin.
90897,0,"""When was the last time we had a great SupeBowl game?""

Last year?  The year before that as well?  The years Eli beat Brady?"
95502,0,"While the audio would have been nice, I felt pretty confident after watching the video that Deedy could not/should not be convicted of murder, should never be allowed to have a gun or be in an enforcement position again, and probably contributed to the situation that led to the death with his actions. A manslaughter or negligent homicide charge would have been appropriate, and hell, deedy might have served and be up for parole by now."
19114,0,The false equivalency syndrome on parade. Obviously fishing for justification of his personal prejudices.
5860,0,A solid rain of diamonds on Uranus. Hum...
41152,0,"Fifty-four?  (54)  Wow, talk about your 'ridden hard and put away wet' ..."
30259,0,"David Shoalts @dshoalts  

 The most-watched game of NHL playoffs? Game 7 of Eastern Conference final, Pittsburgh-Ottawa, with an average of 4.29 million viewers"
25446,0,Oncoming traffic kept hitting them.
